ID,__AGGREGATE__,label,link_object_is_from_object_type,ELEMENT_NAME,lk0,lk1,shortLabel,EqtLocation
:R:A:ZXN,,ZXN,,basicNode,,,,
:R:A:ZXN:link_geo_cat,,,,,:R:A:Opm:Definition:Location:ZXN,,,
:R:A:ZXN:PSD,,PSD,,basicNode,,,,
:R:A:ZXN:PSD:link_fct_cat,,,,,:R:A:Opm:Definition:Function:PSD,,,
:R:A:ZXN:PSD:PPS_0001,PSD_PPS_,&DB_101,basicEquipment:PSD_PPS_,basicEquipment,,,&DB_DIANYUANXITONG,&DB_PSDSHEBEISHI
:R:A:ZXN:PSD:MMS_0001,PSD_MMS_,&DB_201,basicEquipment:PSD_MMS_,basicEquipment,,,&DB_XIANCHANGZONGXIAN,&DB_PSDSHEBEISHI
:R:A:ZXN:PSD:ZPSD0001,PSD_ZPSD,&DB_1301,basicEquipment:PSD_ZPSD,basicEquipment,,,&DB_PINGBIMENXITONG,&DB_SHANGXINGZHANTAICE
:R:A:ZXN:PSD:MSD_0001,PSD_MSD_,&DB_1401,basicEquipment:PSD_MSD_,basicEquipment,,,&DB_ZHANTAIDUANMEN,&DB_SHANGXINGZHANTAICE
:R:A:ZXN:PSD:MSD_0002,PSD_MSD_,&DB_1402,basicEquipment:PSD_MSD_,basicEquipment,,,&DB_ZHANTAIDUANMEN,&DB_SHANGXINGZHANTAICE
:R:A:ZXN:PSD:PSL_0001,PSD_PSL_,&DB_1501,basicEquipment:PSD_PSL_,basicEquipment,,,&DB_JIUDIKONGZHIPAN,&DB_SHANGXINGZHANTAICE
:R:A:ZXN:PSD:ZEED0001,PSD_ZEED,&DB_1601,basicEquipment:PSD_ZEED,basicEquipment,,,&DB_YINGJIMEN,&DB_SHANGXINGZHANTAICE
:R:A:ZXN:PSD:ZEED0002,PSD_ZEED,&DB_1602,basicEquipment:PSD_ZEED,basicEquipment,,,&DB_YINGJIMEN,&DB_SHANGXINGZHANTAICE
:R:A:ZXN:PSD:ZEED0003,PSD_ZEED,&DB_1603,basicEquipment:PSD_ZEED,basicEquipment,,,&DB_YINGJIMEN,&DB_SHANGXINGZHANTAICE
:R:A:ZXN:PSD:ZEED0004,PSD_ZEED,&DB_1604,basicEquipment:PSD_ZEED,basicEquipment,,,&DB_YINGJIMEN,&DB_SHANGXINGZHANTAICE
:R:A:ZXN:PSD:ZEED0005,PSD_ZEED,&DB_1605,basicEquipment:PSD_ZEED,basicEquipment,,,&DB_YINGJIMEN,&DB_SHANGXINGZHANTAICE
:R:A:ZXN:PSD:ZEED0006,PSD_ZEED,&DB_1606,basicEquipment:PSD_ZEED,basicEquipment,,,&DB_YINGJIMEN,&DB_SHANGXINGZHANTAICE
:R:A:ZXN:PSD:ZIBP0001,PSD_ZIBP,&DB_1702,basicEquipment:PSD_ZIBP,basicEquipment,,,&DB_ZONGHEHOUBEIPAN,&DB_SHANGXINGZHANTAICE
:R:A:ZXN:PSD:ZLSR0001,PSD_ZLSR,&DB_1703,basicEquipment:PSD_ZLSR,basicEquipment,,,&DB_JIGUANGTANCEQI,&DB_SHANGXINGZHANTAICE
:R:A:ZXN:PSD:ZASD0001,PSD_ZASD,&DB_1801,basicEquipment:PSD_ZASD,basicEquipment,,,&DB_HUADONGMEN,&DB_SHANGXINGZHANTAICE
:R:A:ZXN:PSD:ZASD0002,PSD_ZASD,&DB_1802,basicEquipment:PSD_ZASD,basicEquipment,,,&DB_HUADONGMEN,&DB_SHANGXINGZHANTAICE
:R:A:ZXN:PSD:ZASD0003,PSD_ZASD,&DB_1803,basicEquipment:PSD_ZASD,basicEquipment,,,&DB_HUADONGMEN,&DB_SHANGXINGZHANTAICE
:R:A:ZXN:PSD:ZASD0004,PSD_ZASD,&DB_1804,basicEquipment:PSD_ZASD,basicEquipment,,,&DB_HUADONGMEN,&DB_SHANGXINGZHANTAICE
:R:A:ZXN:PSD:ZASD0005,PSD_ZASD,&DB_1805,basicEquipment:PSD_ZASD,basicEquipment,,,&DB_HUADONGMEN,&DB_SHANGXINGZHANTAICE
:R:A:ZXN:PSD:ZASD0006,PSD_ZASD,&DB_1806,basicEquipment:PSD_ZASD,basicEquipment,,,&DB_HUADONGMEN,&DB_SHANGXINGZHANTAICE
:R:A:ZXN:PSD:ZASD0007,PSD_ZASD,&DB_1807,basicEquipment:PSD_ZASD,basicEquipment,,,&DB_HUADONGMEN,&DB_SHANGXINGZHANTAICE
:R:A:ZXN:PSD:ZASD0008,PSD_ZASD,&DB_1808,basicEquipment:PSD_ZASD,basicEquipment,,,&DB_HUADONGMEN,&DB_SHANGXINGZHANTAICE
:R:A:ZXN:PSD:ZASD0009,PSD_ZASD,&DB_1809,basicEquipment:PSD_ZASD,basicEquipment,,,&DB_HUADONGMEN,&DB_SHANGXINGZHANTAICE
:R:A:ZXN:PSD:ZASD0010,PSD_ZASD,&DB_1810,basicEquipment:PSD_ZASD,basicEquipment,,,&DB_HUADONGMEN,&DB_SHANGXINGZHANTAICE
:R:A:ZXN:PSD:ZASD0011,PSD_ZASD,&DB_1811,basicEquipment:PSD_ZASD,basicEquipment,,,&DB_HUADONGMEN,&DB_SHANGXINGZHANTAICE
:R:A:ZXN:PSD:ZASD0012,PSD_ZASD,&DB_1812,basicEquipment:PSD_ZASD,basicEquipment,,,&DB_HUADONGMEN,&DB_SHANGXINGZHANTAICE
:R:A:ZXN:PSD:ZASD0013,PSD_ZASD,&DB_1813,basicEquipment:PSD_ZASD,basicEquipment,,,&DB_HUADONGMEN,&DB_SHANGXINGZHANTAICE
:R:A:ZXN:PSD:ZASD0014,PSD_ZASD,&DB_1814,basicEquipment:PSD_ZASD,basicEquipment,,,&DB_HUADONGMEN,&DB_SHANGXINGZHANTAICE
:R:A:ZXN:PSD:ZASD0015,PSD_ZASD,&DB_1815,basicEquipment:PSD_ZASD,basicEquipment,,,&DB_HUADONGMEN,&DB_SHANGXINGZHANTAICE
:R:A:ZXN:PSD:ZASD0016,PSD_ZASD,&DB_1816,basicEquipment:PSD_ZASD,basicEquipment,,,&DB_HUADONGMEN,&DB_SHANGXINGZHANTAICE
:R:A:ZXN:PSD:ZASD0017,PSD_ZASD,&DB_1817,basicEquipment:PSD_ZASD,basicEquipment,,,&DB_HUADONGMEN,&DB_SHANGXINGZHANTAICE
:R:A:ZXN:PSD:ZASD0018,PSD_ZASD,&DB_1818,basicEquipment:PSD_ZASD,basicEquipment,,,&DB_HUADONGMEN,&DB_SHANGXINGZHANTAICE
:R:A:ZXN:PSD:ZASD0019,PSD_ZASD,&DB_1819,basicEquipment:PSD_ZASD,basicEquipment,,,&DB_HUADONGMEN,&DB_SHANGXINGZHANTAICE
:R:A:ZXN:PSD:ZASD0020,PSD_ZASD,&DB_1820,basicEquipment:PSD_ZASD,basicEquipment,,,&DB_HUADONGMEN,&DB_SHANGXINGZHANTAICE
:R:A:ZXN:PSD:ZASD0021,PSD_ZASD,&DB_1821,basicEquipment:PSD_ZASD,basicEquipment,,,&DB_HUADONGMEN,&DB_SHANGXINGZHANTAICE
:R:A:ZXN:PSD:ZASD0022,PSD_ZASD,&DB_1822,basicEquipment:PSD_ZASD,basicEquipment,,,&DB_HUADONGMEN,&DB_SHANGXINGZHANTAICE
:R:A:ZXN:PSD:ZASD0023,PSD_ZASD,&DB_1823,basicEquipment:PSD_ZASD,basicEquipment,,,&DB_HUADONGMEN,&DB_SHANGXINGZHANTAICE
:R:A:ZXN:PSD:ZASD0024,PSD_ZASD,&DB_1824,basicEquipment:PSD_ZASD,basicEquipment,,,&DB_HUADONGMEN,&DB_SHANGXINGZHANTAICE
:R:A:ZXN:PSD:ZPSD0002,PSD_ZPSD,&DB_2301,basicEquipment:PSD_ZPSD,basicEquipment,,,&DB_PINGBIMENXITONG,&DB_XIAXINGZHANTAICE
:R:A:ZXN:PSD:MSD_0003,PSD_MSD_,&DB_2401,basicEquipment:PSD_MSD_,basicEquipment,,,&DB_ZHANTAIDUANMEN,&DB_XIAXINGZHANTAICE
:R:A:ZXN:PSD:MSD_0004,PSD_MSD_,&DB_2402,basicEquipment:PSD_MSD_,basicEquipment,,,&DB_ZHANTAIDUANMEN,&DB_XIAXINGZHANTAICE
:R:A:ZXN:PSD:PSL_0002,PSD_PSL_,&DB_2501,basicEquipment:PSD_PSL_,basicEquipment,,,&DB_JIUDIKONGZHIPAN,&DB_XIAXINGZHANTAICE
